TQ,DPQ,C,OU,DI,DFT,RD,DFO,DI2,DFT2,RD2,DFO2,DI3,DFT3,RD3,DFO3
2,2,0,1,50,28,22,16,22,5,17,14,17,15,2,2
3,1,3,3,56,23,33,11,33,5,28,5,28,24,4,4
4,1,3,2,56,34,22,12,22,9,13,1,13,10,3,0
4,3,1,1,51,16,35,17,35,35,0,0,0,0,0,0
1,2,0,3,24,20,4,4,4,2,2,1,2,1,1,1
1,2,2,1,36,17,19,17,19,9,10,6,10,10,0,0
0,2,2,3,35,21,14,0,14,12,2,2,2,2,0,0
2,4,0,4,26,6,20,17,20,20,0,0,0,0,0,0
3,1,4,1,5,5,0,0,0,0,0,0,0,0,0,0
1,4,2,0,33,20,13,8,13,11,2,1,2,2,0,0
2,1,0,4,17,6,11,1,11,5,6,3,6,2,4,3
1,0,4,4,29,27,2,2,2,1,1,1,1,1,0,0
0,0,1,0,21,14,7,0,7,5,2,1,2,1,1,1
4,2,3,1,55,25,30,6,30,11,19,5,19,19,0,0
0,0,3,2,54,9,45,45,45,39,6,3,6,6,0,0
3,1,1,4,44,15,29,14,29,16,13,2,13,7,6,5
0,1,1,1,75,51,24,5,24,5,19,1,19,6,13,4
1,1,0,2,23,4,19,3,19,0,19,17,19,1,18,14
3,1,3,4,36,17,19,18,19,5,14,0,14,7,7,4
1,1,1,4,11,1,10,7,10,3,7,3,7,2,5,3
2,2,2,1,53,15,38,15,38,29,9,7,9,6,3,3
1,2,0,1,34,10,24,5,24,14,10,1,10,3,7,2
0,4,1,2,45,40,5,3,5,0,5,0,5,4,1,1
0,0,3,1,37,25,12,3,12,5,7,5,7,3,4,0
0,4,3,4,37,9,28,0,28,28,0,0,0,0,0,0
1,4,2,2,70,41,29,24,29,29,0,0,0,0,0,0
1,3,1,0,19,6,13,8,13,10,3,1,3,2,1,1
2,1,2,1,58,29,29,24,29,6,23,2,23,7,16,8
1,1,2,3,46,40,6,3,6,1,5,1,5,5,0,0
1,4,3,1,8,5,3,2,3,2,1,0,1,1,0,0
4,4,3,2,29,8,21,17,21,15,6,1,6,3,3,0
4,3,1,1,35,28,7,3,7,2,5,2,5,4,1,1
0,4,0,0,30,22,8,1,8,3,5,2,5,5,0,0
1,1,3,1,23,19,4,2,4,4,0,0,0,0,0,0
4,1,4,1,36,30,6,5,6,0,6,3,6,2,4,3
0,0,4,1,20,13,7,7,7,5,2,1,2,1,1,1
0,1,1,1,40,15,25,6,25,13,12,7,12,12,0,0
1,1,4,4,46,25,21,8,21,11,10,8,10,4,6,1
3,2,2,0,2,1,1,0,1,0,1,1,1,0,1,0
4,0,4,3,52,40,12,1,12,12,0,0,0,0,0,0
4,0,3,4,30,11,19,10,19,8,11,0,11,2,9,5
0,0,4,1,36,14,22,15,22,21,1,1,1,0,1,1
1,4,4,2,32,3,29,21,29,22,7,5,7,0,7,1
3,2,1,1,24,12,12,4,12,0,12,9,12,9,3,3
0,1,4,1,11,5,6,1,6,4,2,2,2,2,0,0
3,0,0,3,47,23,24,22,24,15,9,7,9,4,5,4
3,2,2,3,44,13,31,0,31,5,26,9,26,0,26,24
0,1,3,4,20,7,13,13,13,1,12,5,12,8,4,4
0,3,1,2,38,36,2,1,2,2,0,0,0,0,0,0
3,0,1,2,54,14,40,19,40,34,6,4,6,4,2,1
1,4,1,0,37,26,11,6,11,1,10,4,10,9,1,0
3,0,1,2,14,8,6,4,6,5,1,0,1,0,1,0
3,0,1,1,50,23,27,2,27,0,27,25,27,15,12,8
4,1,4,0,13,4,9,3,9,9,0,0,0,0,0,0
0,2,4,4,45,36,9,9,9,4,5,1,5,0,5,3
4,1,2,1,39,26,13,13,13,8,5,5,5,1,4,3
4,4,3,4,31,27,4,0,4,2,2,0,2,1,1,1
2,2,2,0,26,12,14,11,14,0,14,6,14,11,3,3
1,4,1,1,32,14,18,3,18,18,0,0,0,0,0,0
4,0,1,3,36,0,36,31,36,15,21,15,21,20,1,0
3,0,0,4,31,6,25,19,25,9,16,4,16,7,9,8
2,0,0,0,13,6,7,4,7,4,3,2,3,0,3,1
1,0,4,1,6,0,6,0,6,6,0,0,0,0,0,0
4,4,3,3,30,11,19,14,19,5,14,9,14,13,1,0
3,0,1,1,54,32,22,14,22,4,18,3,18,9,9,7
3,0,1,0,25,11,14,6,14,8,6,2,6,4,2,0
4,3,1,1,28,7,21,4,21,19,2,1,2,0,2,1
2,1,3,3,38,27,11,3,11,6,5,5,5,0,5,5
4,2,1,3,70,43,27,1,27,15,12,2,12,4,8,2
3,3,0,0,41,34,7,3,7,4,3,2,3,0,3,3
2,3,3,3,38,37,1,0,1,0,1,1,1,0,1,1
2,0,2,3,28,20,8,3,8,7,1,0,1,0,1,0
3,3,4,2,46,12,34,18,34,18,16,8,16,0,16,12
0,0,4,0,18,17,1,1,1,1,0,0,0,0,0,0
3,3,4,1,54,1,53,23,53,36,17,7,17,2,15,12
2,3,1,2,5,0,5,4,5,4,1,0,1,1,0,0
2,2,3,4,9,3,6,6,6,0,6,0,6,3,3,2
1,2,4,1,45,4,41,29,41,13,28,27,28,8,20,8
0,0,3,2,53,31,22,20,22,9,13,1,13,7,6,4
0,4,3,1,52,46,6,2,6,0,6,0,6,4,2,0
3,2,4,2,12,10,2,1,2,1,1,0,1,0,1,0
1,1,0,2,50,11,39,37,39,10,29,26,29,2,27,1
4,1,1,0,28,8,20,17,20,1,19,3,19,3,16,2
1,0,3,4,28,28,0,0,0,0,0,0,0,0,0,0
4,1,2,0,76,33,43,34,43,42,1,1,1,1,0,0
2,4,4,4,21,19,2,0,2,0,2,2,2,1,1,0
3,2,0,0,21,2,19,2,19,5,14,12,14,5,9,4
0,1,0,2,51,44,7,0,7,3,4,0,4,0,4,4
0,4,0,3,13,5,8,2,8,3,5,2,5,0,5,0
1,1,1,4,59,3,56,27,56,30,26,21,26,4,22,22
1,2,1,0,11,11,0,0,0,0,0,0,0,0,0,0
4,0,4,1,62,6,56,39,56,24,32,25,32,31,1,1
0,0,2,4,33,13,20,12,20,0,20,19,20,19,1,1
1,3,4,3,25,8,17,4,17,15,2,0,2,0,2,2
4,1,1,3,15,3,12,5,12,10,2,1,2,0,2,2
4,2,0,1,15,6,9,0,9,8,1,1,1,0,1,1
2,2,3,2,4,0,4,2,4,3,1,0,1,1,0,0
0,4,0,2,57,46,11,8,11,2,9,5,9,8,1,1
1,4,4,4,28,24,4,4,4,3,1,1,1,1,0,0
2,0,1,4,30,11,19,0,19,0,19,0,19,12,7,3
1,3,2,0,29,14,15,2,15,15,0,0,0,0,0,0
2,3,0,2,52,34,18,18,18,9,9,7,9,0,9,5
2,0,2,3,49,44,5,5,5,3,2,1,2,2,0,0
1,1,4,3,13,10,3,0,3,2,1,1,1,1,0,0
3,2,4,0,31,23,8,2,8,3,5,3,5,1,4,1
3,2,0,2,23,8,15,0,15,5,10,5,10,10,0,0
2,3,2,3,25,10,15,13,15,8,7,4,7,1,6,3
4,3,4,3,53,52,1,0,1,1,0,0,0,0,0,0
1,1,4,2,17,9,8,0,8,7,1,0,1,0,1,1
0,1,1,1,43,20,23,5,23,13,10,9,10,9,1,1
0,1,2,0,43,37,6,3,6,4,2,2,2,2,0,0
3,0,2,3,26,0,26,12,26,9,17,17,17,17,0,0
0,0,2,3,35,32,3,2,3,3,0,0,0,0,0,0
2,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0,0,38,21,17,6,17,6,11,11,11,11,0,0
2,3,1,0,32,30,2,0,2,1,1,1,1,1,0,0
4,0,4,2,36,25,11,9,11,7,4,1,4,2,2,2
2,2,2,1,6,3,3,0,3,1,2,2,2,2,0,0
2,0,0,3,20,13,7,0,7,2,5,3,5,1,4,0
1,2,3,3,10,2,8,8,8,8,0,0,0,0,0,0
0,3,3,2,37,36,1,0,1,0,1,0,1,1,0,0
1,2,2,2,20,5,15,15,15,13,2,2,2,0,2,1
1,3,4,4,48,29,19,0,19,1,18,1,18,16,2,1
1,1,3,4,38,9,29,6,29,20,9,2,9,9,0,0
1,2,4,1,44,12,32,21,32,15,17,5,17,15,2,0
3,4,1,0,9,9,0,0,0,0,0,0,0,0,0,0
4,1,0,0,40,6,34,8,34,16,18,5,18,7,11,4
2,4,2,2,27,5,22,15,22,22,0,0,0,0,0,0
4,0,0,0,13,4,9,9,9,4,5,0,5,1,4,4
0,2,2,4,22,15,7,3,7,5,2,1,2,2,0,0
2,2,2,2,11,11,0,0,0,0,0,0,0,0,0,0
0,1,2,1,55,30,25,0,25,10,15,6,15,4,11,4
3,2,0,1,41,19,22,19,22,0,22,2,22,2,20,5
4,0,2,1,31,18,13,11,13,11,2,2,2,0,2,2
2,0,4,4,17,2,15,0,15,2,13,6,13,0,13,3
2,0,1,2,45,20,25,0,25,9,16,8,16,10,6,3
2,4,3,2,22,11,11,4,11,0,11,11,11,1,10,8
3,4,0,0,26,1,25,11,25,23,2,0,2,0,2,1
2,4,4,0,57,51,6,1,6,4,2,2,2,1,1,1
3,2,0,2,13,8,5,4,5,1,4,4,4,0,4,2
3,3,0,1,23,6,17,7,17,13,4,2,4,0,4,2
4,1,4,3,57,29,28,8,28,18,10,9,10,2,8,1
4,2,4,1,14,3,11,11,11,1,10,4,10,10,0,0
2,1,0,0,44,3,41,40,41,17,24,5,24,16,8,5
1,1,2,1,22,11,11,10,11,7,4,1,4,4,0,0
2,0,0,1,47,46,1,1,1,0,1,0,1,0,1,1
0,3,1,0,55,24,31,29,31,0,31,18,31,18,13,4
3,2,3,0,32,15,17,10,17,1,16,13,16,0,16,16
2,1,0,3,40,29,11,11,11,9,2,0,2,1,1,1
0,3,2,4,9,6,3,1,3,0,3,0,3,3,0,0
2,0,1,2,47,45,2,2,2,2,0,0,0,0,0,0
2,1,3,4,73,30,43,32,43,34,9,6,9,5,4,3
3,0,4,2,31,24,7,4,7,3,4,4,4,0,4,0
1,1,1,1,14,5,9,6,9,5,4,0,4,2,2,0
0,4,2,3,1,0,1,1,1,0,1,1,1,1,0,0
2,0,1,4,44,24,20,18,20,10,10,3,10,3,7,1
4,3,2,2,47,39,8,8,8,8,0,0,0,0,0,0
1,3,1,1,39,6,33,9,33,30,3,2,3,0,3,1
4,0,3,2,50,19,31,9,31,0,31,31,31,25,6,6
1,4,1,2,33,32,1,0,1,1,0,0,0,0,0,0
3,2,1,1,34,28,6,5,6,3,3,1,3,0,3,1
1,4,0,1,35,4,31,4,31,13,18,14,18,7,11,0
2,3,0,3,15,8,7,2,7,1,6,6,6,2,4,1
1,1,2,0,45,29,16,3,16,1,15,8,15,14,1,1
1,3,3,3,18,6,12,10,12,6,6,2,6,3,3,1
3,0,4,0,35,21,14,11,14,12,2,2,2,1,1,1
1,0,2,2,42,15,27,26,27,27,0,0,0,0,0,0
2,4,4,3,19,2,17,13,17,16,1,1,1,1,0,0
4,0,2,3,39,35,4,1,4,0,4,1,4,0,4,2
3,2,0,2,58,53,5,2,5,4,1,1,1,0,1,0
0,2,1,4,23,4,19,14,19,18,1,1,1,1,0,0
1,3,1,0,14,10,4,0,4,3,1,0,1,0,1,1
1,4,3,2,61,26,35,35,35,26,9,6,9,2,7,2
2,4,4,2,24,23,1,1,1,1,0,0,0,0,0,0
4,1,4,4,11,10,1,0,1,1,0,0,0,0,0,0
1,2,2,2,6,6,0,0,0,0,0,0,0,0,0,0
4,2,4,0,53,10,43,22,43,29,14,13,14,0,14,14
2,1,2,2,32,3,29,4,29,8,21,3,21,5,16,15
3,2,2,0,36,20,16,16,16,13,3,3,3,0,3,0
1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2,4,4,0,22,20,2,0,2,1,1,1,1,0,1,0
3,2,1,3,12,4,8,4,8,0,8,4,8,6,2,1
4,3,0,0,1,0,1,1,1,0,1,1,1,1,0,0
3,0,2,0,70,54,16,0,16,4,12,4,12,2,10,9
3,4,0,3,55,14,41,37,41,20,21,17,21,8,13,6
1,2,0,2,33,3,30,28,30,29,1,0,1,0,1,0
4,0,3,3,22,14,8,4,8,2,6,3,6,1,5,5
3,3,3,0,21,9,12,8,12,5,7,2,7,5,2,1
0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0
3,3,4,2,25,23,2,1,2,2,0,0,0,0,0,0
1,0,2,3,11,2,9,8,9,7,2,0,2,2,0,0
3,3,1,3,4,0,4,3,4,2,2,1,2,0,2,1
4,4,3,0,29,23,6,5,6,6,0,0,0,0,0,0
2,2,1,0,18,12,6,5,6,6,0,0,0,0,0,0
0,2,3,4,39,36,3,2,3,2,1,1,1,1,0,0
0,2,0,1,10,5,5,1,5,4,1,1,1,0,1,1
3,2,4,1,12,2,10,5,10,9,1,1,1,0,1,1
4,2,0,0,27,25,2,0,2,2,0,0,0,0,0,0
0,4,0,0,15,4,11,11,11,5,6,0,6,2,4,3
0,1,0,2,45,34,11,0,11,2,9,9,9,8,1,0
0,2,0,1,58,21,37,24,37,2,35,0,35,14,21,16
1,1,0,4,4,2,2,1,2,2,0,0,0,0,0,0
3,0,4,1,16,2,14,4,14,1,13,12,13,3,10,5
2,2,1,0,29,17,12,1,12,5,7,3,7,2,5,3
3,1,0,1,25,2,23,16,23,15,8,4,8,4,4,3
2,1,3,4,57,51,6,2,6,6,0,0,0,0,0,0
3,0,0,2,46,30,16,13,16,11,5,0,5,5,0,0
2,3,2,4,7,1,6,4,6,3,3,2,3,3,0,0
4,4,3,4,55,21,34,11,34,28,6,2,6,4,2,0
2,4,0,4,58,40,18,12,18,13,5,4,5,5,0,0
2,0,2,0,20,2,18,10,18,1,17,5,17,4,13,12
2,3,3,4,36,19,17,1,17,13,4,1,4,4,0,0
4,4,0,1,43,21,22,1,22,4,18,6,18,0,18,5
0,2,4,3,11,4,7,5,7,4,3,2,3,1,2,2
2,1,3,4,36,32,4,4,4,0,4,1,4,1,3,2
1,3,1,4,29,3,26,21,26,18,8,1,8,6,2,1
1,0,1,2,23,18,5,4,5,1,4,0,4,3,1,0
4,2,4,4,18,17,1,1,1,0,1,0,1,0,1,0
1,4,0,2,42,13,29,9,29,4,25,13,25,5,20,5
4,4,1,1,39,35,4,3,4,1,3,3,3,2,1,0
0,2,0,3,33,19,14,6,14,11,3,1,3,3,0,0
0,2,3,0,29,25,4,3,4,0,4,3,4,0,4,3
1,4,3,2,20,17,3,0,3,2,1,0,1,1,0,0
1,4,3,4,46,45,1,1,1,0,1,1,1,0,1,1
0,2,2,2,23,20,3,2,3,0,3,2,3,1,2,0
2,1,4,3,19,1,18,14,18,5,13,0,13,13,0,0
3,0,3,0,52,48,4,4,4,4,0,0,0,0,0,0
3,3,1,4,43,38,5,2,5,1,4,2,4,3,1,0
3,4,0,0,9,6,3,2,3,0,3,2,3,0,3,1
2,1,0,3,15,11,4,0,4,3,1,1,1,0,1,0
1,1,0,2,32,22,10,4,10,6,4,0,4,4,0,0
3,1,3,3,54,41,13,7,13,13,0,0,0,0,0,0
0,0,0,4,16,1,15,5,15,5,10,9,10,0,10,1
4,2,4,1,47,31,16,4,16,12,4,3,4,1,3,3
2,4,1,4,1,1,0,0,0,0,0,0,0,0,0,0
4,2,4,1,22,6,16,15,16,10,6,4,6,2,4,4
0,0,4,2,29,20,9,7,9,5,4,4,4,3,1,0
0,0,2,3,43,1,42,18,42,29,13,2,13,2,11,8
3,4,2,1,59,36,23,22,23,9,14,9,14,11,3,3
2,4,2,4,25,3,22,0,22,7,15,2,15,8,7,0
4,4,4,3,30,8,22,1,22,7,15,13,15,15,0,0
1,1,1,4,7,1,6,6,6,0,6,3,6,2,4,1
0,4,3,2,34,13,21,15,21,16,5,4,5,2,3,1
2,3,1,3,35,18,17,10,17,10,7,6,7,7,0,0
0,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0
3,2,0,0,79,26,53,21,53,46,7,3,7,4,3,0
3,4,1,3,30,6,24,13,24,22,2,2,2,1,1,0
3,4,4,2,19,19,0,0,0,0,0,0,0,0,0,0
2,1,2,4,46,28,18,12,18,5,13,4,13,11,2,0
0,3,4,0,25,1,24,3,24,9,15,14,15,5,10,3
3,4,4,3,56,49,7,1,7,6,1,1,1,1,0,0
1,2,2,4,8,5,3,2,3,2,1,1,1,0,1,1
1,0,2,2,14,11,3,2,3,1,2,0,2,1,1,0
3,2,4,0,16,0,16,4,16,7,9,7,9,6,3,1
4,4,1,0,26,8,18,6,18,15,3,3,3,0,3,3
4,0,2,1,20,0,20,15,20,7,13,0,13,1,12,7
3,2,4,2,23,14,9,3,9,0,9,6,9,9,0,0
2,4,1,2,7,4,3,1,3,1,2,1,2,2,0,0
3,4,3,1,22,11,11,9,11,8,3,1,3,3,0,0
2,0,4,4,1,0,1,1,1,0,1,1,1,1,0,0
2,3,3,4,60,9,51,22,51,43,8,1,8,6,2,0
4,4,0,1,4,0,4,0,4,3,1,0,1,0,1,1
4,0,3,2,58,22,36,19,36,19,17,17,17,13,4,2
4,3,1,1,72,54,18,13,18,14,4,1,4,2,2,2
0,0,0,1,68,26,42,41,42,25,17,6,17,12,5,2
0,4,3,0,5,1,4,1,4,4,0,0,0,0,0,0
3,2,4,1,2,2,0,0,0,0,0,0,0,0,0,0
4,2,4,1,38,35,3,0,3,1,2,0,2,0,2,2
2,4,1,3,5,3,2,2,2,2,0,0,0,0,0,0
0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0
0,3,4,3,12,5,7,4,7,1,6,1,6,4,2,2
3,2,0,1,41,1,40,36,40,23,17,2,17,7,10,9
1,3,0,3,4,3,1,1,1,0,1,0,1,1,0,0
3,3,2,1,14,1,13,4,13,5,8,7,8,6,2,1
0,2,4,4,38,32,6,5,6,0,6,4,6,2,4,3
2,3,4,0,55,15,40,27,40,18,22,7,22,20,2,1
4,3,2,4,43,29,14,11,14,4,10,7,10,8,2,0
1,2,0,2,50,46,4,3,4,1,3,1,3,1,2,2
4,4,1,3,47,4,43,35,43,27,16,13,16,16,0,0
4,3,4,4,24,1,23,7,23,6,17,7,17,9,8,6
0,4,0,0,19,13,6,1,6,2,4,3,4,3,1,1
3,4,0,3,4,1,3,2,3,1,2,2,2,2,0,0
3,2,1,1,20,11,9,5,9,4,5,5,5,5,0,0
1,2,3,2,34,1,33,19,33,0,33,7,33,0,33,30
3,2,2,3,20,1,19,6,19,17,2,0,2,2,0,0
4,1,0,1,4,4,0,0,0,0,0,0,0,0,0,0
2,2,4,4,69,55,14,7,14,7,7,2,7,6,1,1
1,2,4,4,43,10,33,4,33,13,20,15,20,8,12,10
3,2,0,4,39,38,1,1,1,1,0,0,0,0,0,0
4,3,0,1,17,11,6,0,6,3,3,0,3,0,3,1
1,4,1,0,18,8,10,0,10,2,8,1,8,2,6,3
3,4,4,4,57,51,6,2,6,3,3,1,3,3,0,0
1,0,0,1,13,3,10,0,10,10,0,0,0,0,0,0
4,3,4,2,22,0,22,9,22,8,14,13,14,12,2,2
4,2,2,0,45,39,6,4,6,0,6,4,6,2,4,3
4,2,4,0,33,17,16,2,16,10,6,2,6,5,1,1
4,1,2,3,27,18,9,5,9,8,1,1,1,1,0,0
4,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0
2,4,3,0,45,43,2,2,2,0,2,2,2,2,0,0
3,4,3,1,37,25,12,9,12,2,10,3,10,4,6,2
3,0,3,2,60,30,30,19,30,15,15,7,15,13,2,1
0,1,3,0,41,13,28,5,28,17,11,1,11,8,3,0
1,2,4,0,46,2,44,28,44,30,14,9,14,11,3,3
0,0,4,4,51,45,6,5,6,0,6,6,6,6,0,0
0,1,0,4,29,15,14,12,14,2,12,9,12,12,0,0
0,1,2,2,55,35,20,1,20,7,13,5,13,13,0,0
2,3,0,2,16,8,8,4,8,4,4,1,4,1,3,2
4,4,1,0,57,17,40,39,40,32,8,8,8,5,3,2
0,1,4,2,2,1,1,0,1,1,0,0,0,0,0,0
4,2,4,1,27,5,22,14,22,18,4,1,4,3,1,1
2,4,0,2,40,1,39,4,39,6,33,20,33,32,1,0
2,2,0,1,59,7,52,33,52,1,51,44,51,29,22,17
4,4,0,1,38,22,16,7,16,14,2,1,2,0,2,2
1,2,0,3,68,60,8,8,8,2,6,4,6,6,0,0
4,2,0,0,43,23,20,15,20,18,2,1,2,2,0,0
4,0,2,3,47,35,12,3,12,3,9,6,9,6,3,3
4,4,4,0,23,7,16,13,16,13,3,1,3,2,1,1
0,4,3,0,9,8,1,1,1,1,0,0,0,0,0,0
4,4,0,3,27,7,20,16,20,13,7,5,7,7,0,0
2,1,2,1,34,24,10,6,10,10,0,0,0,0,0,0
4,2,0,4,49,40,9,7,9,4,5,4,5,5,0,0
2,1,1,2,41,30,11,0,11,0,11,7,11,10,1,1
3,4,2,1,25,17,8,7,8,2,6,0,6,4,2,0
0,3,0,0,17,5,12,6,12,1,11,6,11,10,1,0
0,2,0,0,42,10,32,30,32,8,24,11,24,18,6,3
1,0,3,4,37,4,33,2,33,20,13,1,13,6,7,0
0,3,0,1,32,21,11,4,11,11,0,0,0,0,0,0
1,4,3,0,34,31,3,1,3,2,1,1,1,0,1,0
3,4,2,4,1,0,1,1,1,1,0,0,0,0,0,0
2,4,0,3,17,12,5,4,5,1,4,1,4,4,0,0
3,4,4,2,58,22,36,25,36,11,25,18,25,4,21,18
1,3,2,1,7,5,2,1,2,0,2,0,2,0,2,0
1,2,4,0,34,23,11,7,11,9,2,2,2,0,2,0
3,0,1,1,22,9,13,8,13,9,4,4,4,2,2,1
0,3,1,4,29,20,9,3,9,2,7,6,7,0,7,5
4,4,2,3,20,18,2,2,2,0,2,2,2,0,2,2
2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2,2,4,4,22,17,5,4,5,4,1,0,1,1,0,0
0,2,0,0,15,2,13,6,13,6,7,1,7,1,6,3
3,4,0,3,50,13,37,21,37,33,4,3,4,3,1,1
3,4,1,2,3,0,3,2,3,3,0,0,0,0,0,0
4,2,3,2,22,12,10,9,10,5,5,2,5,0,5,1
2,1,4,3,25,10,15,11,15,13,2,1,2,0,2,2
1,0,3,0,12,5,7,1,7,6,1,1,1,1,0,0
3,2,4,0,35,20,15,0,15,5,10,3,10,2,8,5
3,0,2,4,8,8,0,0,0,0,0,0,0,0,0,0
0,1,0,3,27,20,7,5,7,3,4,0,4,1,3,2
4,1,4,3,33,3,30,13,30,27,3,0,3,1,2,2
3,3,0,0,28,26,2,1,2,2,0,0,0,0,0,0
3,2,0,1,25,11,14,7,14,8,6,1,6,5,1,1
2,4,0,2,43,38,5,1,5,3,2,2,2,2,0,0
0,2,4,2,33,31,2,0,2,2,0,0,0,0,0,0
0,1,1,2,32,8,24,21,24,21,3,1,3,2,1,1
3,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0
4,0,4,1,14,9,5,1,5,5,0,0,0,0,0,0
0,3,4,3,34,19,15,8,15,14,1,1,1,0,1,0
2,2,0,1,43,19,24,24,24,14,10,10,10,2,8,5
0,2,1,1,19,9,10,8,10,9,1,0,1,0,1,0
1,0,2,0,29,21,8,1,8,7,1,0,1,0,1,0
2,2,0,0,17,1,16,16,16,1,15,12,15,6,9,6
4,1,1,0,39,0,39,34,39,25,14,6,14,13,1,1
3,0,1,1,53,20,33,7,33,18,15,3,15,4,11,10
4,4,4,3,13,2,11,3,11,4,7,2,7,2,5,4
3,0,4,4,22,21,1,0,1,1,0,0,0,0,0,0
1,1,4,1,15,12,3,3,3,0,3,2,3,0,3,1
0,3,2,4,1,1,0,0,0,0,0,0,0,0,0,0
1,3,0,4,26,10,16,1,16,1,15,1,15,14,1,0
3,4,0,0,32,18,14,11,14,3,11,4,11,5,6,5
2,1,0,3,28,6,22,19,22,2,20,1,20,5,15,12
0,2,0,4,37,15,22,0,22,13,9,4,9,3,6,3
2,3,2,0,39,17,22,5,22,13,9,7,9,7,2,0
1,1,2,4,28,2,26,17,26,2,24,23,24,18,6,4
4,3,4,1,30,2,28,10,28,24,4,1,4,4,0,0
4,0,1,4,5,1,4,4,4,4,0,0,0,0,0,0
3,4,2,2,25,9,16,9,16,15,1,1,1,0,1,1
4,0,3,3,25,20,5,5,5,5,0,0,0,0,0,0
1,4,0,2,35,30,5,0,5,3,2,1,2,0,2,2
3,4,4,0,28,9,19,7,19,5,14,1,14,6,8,2
4,2,1,2,10,0,10,9,10,4,6,3,6,6,0,0
3,2,4,2,3,3,0,0,0,0,0,0,0,0,0,0
4,4,4,4,57,55,2,1,2,0,2,2,2,2,0,0
4,4,0,3,43,31,12,12,12,6,6,1,6,6,0,0
0,3,2,4,74,11,63,10,63,13,50,37,50,42,8,6
0,3,1,0,42,28,14,2,14,11,3,1,3,3,0,0
4,0,1,3,31,12,19,8,19,6,13,1,13,13,0,0
1,3,3,2,51,15,36,34,36,29,7,5,7,5,2,2
2,0,4,4,35,7,28,2,28,5,23,20,23,5,18,9
3,0,2,3,20,13,7,1,7,2,5,5,5,3,2,0
2,4,3,0,18,5,13,1,13,5,8,6,8,6,2,1
1,2,2,3,14,11,3,3,3,1,2,0,2,1,1,0
4,0,1,4,17,11,6,6,6,6,0,0,0,0,0,0
1,0,0,3,41,38,3,3,3,2,1,1,1,1,0,0
0,0,3,0,25,19,6,4,6,3,3,3,3,0,3,0
3,4,3,0,13,13,0,0,0,0,0,0,0,0,0,0
2,3,4,0,56,7,49,40,49,39,10,1,10,7,3,1
3,2,0,4,74,39,35,20,35,7,28,24,28,1,27,6
3,3,0,2,37,1,36,15,36,4,32,2,32,10,22,3
1,1,0,1,55,51,4,2,4,1,3,3,3,1,2,1
3,1,3,0,13,12,1,1,1,0,1,0,1,1,0,0
2,0,1,0,13,7,6,1,6,2,4,1,4,3,1,0
2,4,3,3,32,19,13,4,13,6,7,7,7,5,2,2
0,0,1,0,13,12,1,1,1,1,0,0,0,0,0,0
0,4,1,3,48,7,41,13,41,27,14,4,14,13,1,1
4,4,4,1,49,9,40,3,40,5,35,10,35,5,30,6
2,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0
2,0,1,0,24,17,7,6,7,1,6,2,6,5,1,0
4,2,0,4,25,15,10,2,10,5,5,5,5,5,0,0
0,4,1,1,35,20,15,5,15,10,5,5,5,5,0,0
4,3,0,0,16,2,14,11,14,13,1,1,1,1,0,0
0,2,2,4,64,2,62,31,62,29,33,16,33,15,18,13
1,3,3,2,31,8,23,18,23,10,13,8,13,12,1,0
1,0,1,0,15,4,11,6,11,2,9,3,9,4,5,4
0,4,4,1,27,5,22,20,22,20,2,2,2,0,2,2
3,1,3,3,36,31,5,5,5,4,1,0,1,1,0,0
3,3,1,0,54,7,47,18,47,18,29,20,29,17,12,9
3,3,4,4,14,11,3,3,3,0,3,2,3,2,1,1
3,4,1,0,42,0,42,9,42,23,19,17,19,1,18,8
4,2,4,2,49,10,39,4,39,10,29,1,29,15,14,7
0,3,4,2,58,15,43,29,43,39,4,0,4,2,2,0
4,4,4,2,51,3,48,2,48,0,48,22,48,28,20,1
1,0,4,0,16,15,1,0,1,0,1,0,1,0,1,1
0,4,3,3,12,3,9,7,9,4,5,4,5,4,1,0
3,0,2,1,14,6,8,2,8,2,6,4,6,3,3,0
0,1,4,4,21,7,14,9,14,1,13,6,13,13,0,0
4,0,3,4,49,2,47,6,47,33,14,0,14,8,6,4
2,3,4,1,50,14,36,6,36,8,28,12,28,24,4,1
4,4,2,3,31,12,19,11,19,12,7,0,7,4,3,0
3,2,2,3,33,3,30,4,30,26,4,0,4,4,0,0
4,4,2,4,15,10,5,5,5,2,3,2,3,3,0,0
4,2,3,3,19,17,2,2,2,0,2,0,2,1,1,0
4,4,0,0,45,26,19,15,19,18,1,0,1,0,1,1
2,1,3,4,8,1,7,3,7,6,1,1,1,1,0,0
3,0,1,1,39,18,21,0,21,17,4,0,4,1,3,3
0,2,3,1,62,47,15,14,15,2,13,3,13,10,3,3
2,1,2,3,24,9,15,14,15,4,11,9,11,3,8,0
